indexDados;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
393;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;4M2;;I5;UAC;45.0;;
394;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;3T3;;I5;UAC;45.0;;
395;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;2M1;;Lab.Termoflui.;UED;25.0;;
396;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;2M2;;Lab.Termoflui.;UED;25.0;;
397;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;4M1;;Lab.Termoflui.;UED;25.0;;
398;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;4M2;;Lab.Termoflui.;UED;25.0;;
399;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;3T3;;Lab.Termoflui.;UED;25.0;;
400;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;2M1;;I5;UAC;45.0;;
401;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;2M2;;I5;UAC;45.0;;
402;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;4M1;;I5;UAC;45.0;;
403;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;4M2;;I5;UAC;45.0;;
404;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;3T3;;I5;UAC;45.0;;
405;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;3M1;;I2;UAC;60.0;;
406;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;3M2;;I2;UAC;60.0;;
407;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;5M1;;I2;UAC;60.0;;
408;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;5M2;;I2;UAC;60.0;;
409;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;3T1;;I2;UAC;60.0;;
410;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;3M1;;I10;UAC;80.0;;
411;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;3M2;;I10;UAC;80.0;;
412;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;5M1;;I10;UAC;80.0;;
413;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;5M2;;I10;UAC;80.0;;
414;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;3T1;;I10;UAC;80.0;;
415;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;3T2;;I3;UAC;60.0;;
416;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;3T3;;I3;UAC;60.0;;
417;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;5T2;;I3;UAC;60.0;;
418;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;5T3;;I3;UAC;60.0;;
419;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;5T4;;I3;UAC;60.0;;
420;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;3T2;;Lab.SS;UED;45.0;;
421;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;3T3;;Lab.SS;UED;45.0;;
422;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;5T2;;Lab.SS;UED;45.0;;
423;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;5T3;;Lab.SS;UED;45.0;;
424;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;5T4;;Lab.SS;UED;45.0;;
425;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;2T4;;Lab.SS;UED;45.0;;
426;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;2T5;;Lab.SS;UED;45.0;;
427;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;4T4;;Lab.SS;UED;45.0;;
428;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;4T5;;Lab.SS;UED;45.0;;
429;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;6T4;;Lab.SS;UED;45.0;;
430;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;6T5;;Lab.SS;UED;45.0;;
431;FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;4M12;20;5;FGA - SALA LAB NEI;4M1;;Lab.NEI-1;UED;20.0;;
432;FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;4M12;20;5;FGA - SALA LAB NEI;4M2;;Lab.NEI-1;UED;20.0;;
433;FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;2;2022;2;DIOGO DE OLIVEIRA COSTA;30h;2T45;20;8;FGA - SALA LAB NEI;2T4;;Lab.NEI-1;UED;20.0;;
434;FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;2;2022;2;DIOGO DE OLIVEIRA COSTA;30h;2T45;20;8;FGA - SALA LAB NEI;2T5;;Lab.NEI-1;UED;20.0;;
435;FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;3T4;;I2;UAC;60.0;;
436;FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;3T5;;I2;UAC;60.0;;
437;FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;5T4;;I2;UAC;60.0;;
438;FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;5T5;;I2;UAC;60.0;;
439;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M34;20;10;FGA - SALA LAB NEI;3M3;;Lab.NEI-1;UED;20.0;;
440;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M34;20;10;FGA - SALA LAB NEI;3M4;;Lab.NEI-1;UED;20.0;;
441;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;3M5;;Lab.NEI-1;UED;20.0;;
442;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;3T1;;Lab.NEI-1;UED;20.0;;
443;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;3T4;;I3;UAC;60.0;;
444;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;3T5;;I3;UAC;60.0;;
445;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;5T4;;I3;UAC;60.0;;
446;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;5T5;;I3;UAC;60.0;;
447;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;2M3;;I5;UAC;45.0;;
448;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;2M4;;I5;UAC;45.0;;
449;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;4M3;;I5;UAC;45.0;;
450;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;4M4;;I5;UAC;45.0;;
451;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;6M3;;I5;UAC;45.0;;
452;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;6M4;;I5;UAC;45.0;;
453;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;3M1;;S8;UAC;45.0;;
454;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;3M2;;S8;UAC;45.0;;
455;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;5M1;;S8;UAC;45.0;;
456;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;5M2;;S8;UAC;45.0;;
457;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;6M1;;S8;UAC;45.0;;
458;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;6M2;;S8;UAC;45.0;;
459;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M1;;I9;UAC;130.0;;
460;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M2;;I9;UAC;130.0;;
461;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M1;;I9;UAC;130.0;;
462;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M2;;I9;UAC;130.0;;
463;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M1;;I9;UAC;130.0;;
464;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M2;;I9;UAC;130.0;;
465;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M1;;I7;UAC;40.0;;
466;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M2;;I7;UAC;40.0;;
467;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M1;;I7;UAC;40.0;;
468;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M2;;I7;UAC;40.0;;
469;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M1;;I7;UAC;40.0;;
470;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M2;;I7;UAC;40.0;;
471;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M1;;I3;UAC;60.0;;
472;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M2;;I3;UAC;60.0;;
473;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M1;;I3;UAC;60.0;;
474;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M2;;I3;UAC;60.0;;
475;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M1;;I3;UAC;60.0;;
476;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M2;;I3;UAC;60.0;;
477;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;2T2;;Lab.SS;UED;45.0;;
478;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;2T3;;Lab.SS;UED;45.0;;
479;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;4T2;;Lab.SS;UED;45.0;;
480;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;4T3;;Lab.SS;UED;45.0;;
481;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;6T2;;Lab.SS;UED;45.0;;
482;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;6T3;;Lab.SS;UED;45.0;;
483;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M3;;S5;UAC;45.0;;
484;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M4;;S5;UAC;45.0;;
485;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M3;;S5;UAC;45.0;;
486;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M4;;S5;UAC;45.0;;
487;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M3;;I1;UAC;45.0;;
488;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M4;;I1;UAC;45.0;;
489;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M3;;I1;UAC;45.0;;
490;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M4;;I1;UAC;45.0;;
491;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T2;;I4;UAC;45.0;;
492;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T3;;I4;UAC;45.0;;
493;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T2;;I4;UAC;45.0;;
494;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T3;;I4;UAC;45.0;;
495;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T2;;S8;UAC;45.0;;
496;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T3;;S8;UAC;45.0;;
497;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T2;;S8;UAC;45.0;;
498;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T3;;S8;UAC;45.0;;
499;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T2;;Lab.Termodin.;UED;25.0;;
500;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T3;;Lab.Termodin.;UED;25.0;;
501;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T4;;Lab.Termodin.;UED;25.0;;
502;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T5;;Lab.Termodin.;UED;25.0;;
503;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;2T2;;I8;UAC;45.0;;
504;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;2T3;;I8;UAC;45.0;;
505;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;4T2;;I8;UAC;45.0;;
506;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;4T3;;I8;UAC;45.0;;
507;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;19;FGA - LAB OND;3M3;;Lab.Ond;UED;25.0;;
508;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;19;FGA - LAB OND;3M4;;Lab.Ond;UED;25.0;;
509;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;5M3;;Lab.Ond;UED;25.0;;
510;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;5M4;;Lab.Ond;UED;25.0;;
511;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2M5;;S9;UAC;130.0;;
512;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2T1;;S9;UAC;130.0;;
513;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;6T2;;S9;UAC;130.0;;
514;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;6T3;;S9;UAC;130.0;;
515;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2M5;;S2;UAC;130.0;;
516;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2T1;;S2;UAC;130.0;;
